"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 20 20:36:30 CST 2021","Thu May 20 20:36:31 CST 2021","274","","test_microapi_gamedetails","","","","micro-api获取游戏中心游戏列表","
	获取游戏中心游戏列表
	:param conf_getCookie: profile登录接口cookie
	:param get_param_gamelist: 获取的接口参数
	:return:
	"
